month,product_id,product_name,atc_code,region,total_units,total_sales,avg_unit_price,promo_days
2020-06-01,M01AE-01,Ibuprofen 200mg,M01AE,Yorkshire & Humber,21,127.95,6.06,0
2020-06-01,M01AE-02,Ibuprofen 400mg,M01AE,East Midlands,30,177.9,6.0055555555555555,0
2020-06-01,M01AE-02,Ibuprofen 400mg,M01AE,East of England,35,207.75,5.99,1
2020-06-01,M01AE-02,Ibuprofen 400mg,M01AE,London,28,159.86,5.827142857142857,1
2020-06-01,M01AE-02,Ibuprofen 400mg,M01AE,North East,42,248.06,5.924761904761905,2
2020-06-01,M01AE-02,Ibuprofen 400mg,M01AE,North West,16,85.02,5.546,1
2020-06-01,M01AE-02,Ibuprofen 400mg,M01AE,Scotland,31,189.98000000000002,6.280833333333334,0
2020-06-01,M01AE-02,Ibuprofen 400mg,M01AE,South East,37,225.1,6.025625,1
2020-06-01,M01AE-02,Ibuprofen 400mg,M01AE,South West,27,151.09,5.632857142857143,1
2020-06-01,M01AE-02,Ibuprofen 400mg,M01AE,West Midlands,29,173.52,5.976363636363636,1
2020-06-01,M01AE-02,Ibuprofen 400mg,M01AE,Yorkshire & Humber,45,267.35,6.002222222222223,1
2020-06-01,M01AE-03,Naproxen,M01AE,East Midlands,95,554.14,5.866060606060606,3
2020-06-01,M01AE-03,Naproxen,M01AE,East of England,101,597.1,5.932619047619047,2
2020-06-01,M01AE-03,Naproxen,M01AE,London,93,542.2,5.8395,6
2020-06-01,M01AE-03,Naproxen,M01AE,North East,82,477.12,5.879090909090909,5
2020-06-01,M01AE-03,Naproxen,M01AE,North West,91,550.31,5.998372093023256,2
2020-06-01,M01AE-03,Naproxen,M01AE,Scotland,69,373.39,5.544545454545455,5
2020-06-01,M01AE-03,Naproxen,M01AE,South East,91,544.21,5.897714285714286,2
2020-06-01,M01AE-03,Naproxen,M01AE,South West,128,747.25,5.857291666666666,5
2020-06-01,M01AE-03,Naproxen,M01AE,West Midlands,74,440.52,5.911612903225806,1
2020-06-01,M01AE-03,Naproxen,M01AE,Yorkshire & Humber,99,580.45,5.893953488372093,2
2020-06-01,M01AE-04,Ketoprofen,M01AE,East Midlands,15,81.53999999999999,5.589999999999999,2
2020-06-01,M01AE-04,Ketoprofen,M01AE,East of England,12,73.9,6.168,0
2020-06-01,M01AE-04,Ketoprofen,M01AE,London,26,138.28,5.47375,1
2020-06-01,M01AE-04,Ketoprofen,M01AE,North East,15,81.69,5.504,1
2020-06-01,M01AE-04,Ketoprofen,M01AE,Scotland,9,54.97,5.970000000000001,1
2020-06-01,M01AE-04,Ketoprofen,M01AE,South East,13,68.95,5.616666666666667,1
2020-06-01,M01AE-04,Ketoprofen,M01AE,South West,27,157.71,5.706666666666667,0
2020-06-01,M01AE-04,Ketoprofen,M01AE,West Midlands,9,54.709999999999994,6.054,0
2020-06-01,M01AE-04,Ketoprofen,M01AE,Yorkshire & Humber,5,28.490000000000002,5.886666666666667,0
2020-06-01,M01AE-05,Flurbiprofen,M01AE,East Midlands,20,111.49,5.616666666666666,2
2020-06-01,M01AE-05,Flurbiprofen,M01AE,East of England,25,143.35,5.892727272727272,1
2020-06-01,M01AE-05,Flurbiprofen,M01AE,London,25,142.04,5.541428571428571,0
2020-06-01,M01AE-05,Flurbiprofen,M01AE,North East,10,56.72,5.8925,0
2020-06-01,M01AE-05,Flurbiprofen,M01AE,North West,24,143.19,6.026666666666666,1
2020-06-01,M01AE-05,Flurbiprofen,M01AE,Scotland,6,34.31,5.768,0
2020-06-01,M01AE-05,Flurbiprofen,M01AE,South East,18,108.99000000000001,6.191111111111111,0
2020-06-01,M01AE-05,Flurbiprofen,M01AE,South West,24,136.81,5.741818181818181,1
2020-06-01,M01AE-05,Flurbiprofen,M01AE,West Midlands,23,128.34,5.626666666666666,3
2020-06-01,M01AE-05,Flurbiprofen,M01AE,Yorkshire & Humber,15,87.50999999999999,5.805,0
2020-06-01,M01AE-06,Dexibuprofen,M01AE,East Midlands,9,55.7,6.17,0
2020-06-01,M01AE-06,Dexibuprofen,M01AE,East of England,10,58.24,5.775,1
2020-06-01,M01AE-06,Dexibuprofen,M01AE,London,11,65.66,5.978333333333334,1
2020-06-01,M01AE-06,Dexibuprofen,M01AE,North East,13,74.59,5.83,1
2020-06-01,M01AE-06,Dexibuprofen,M01AE,North West,14,79.46000000000001,5.685,0
2020-06-01,M01AE-06,Dexibuprofen,M01AE,Scotland,11,70.92,6.348333333333334,0
2020-06-01,M01AE-06,Dexibuprofen,M01AE,South East,8,42.330000000000005,4.915,1
2020-06-01,M01AE-06,Dexibuprofen,M01AE,South West,13,78.02,6.061999999999999,0
2020-06-01,M01AE-06,Dexibuprofen,M01AE,West Midlands,26,160.48,6.175,0
2020-06-01,M01AE-06,Dexibuprofen,M01AE,Yorkshire & Humber,7,41.94,6.0725,0
2020-06-01,M01AE-07,Fenbufen,M01AE,East Midlands,52,319.18,6.197058823529411,2
2020-06-01,M01AE-07,Fenbufen,M01AE,East of England,29,167.39,5.717142857142856,1
2020-06-01,M01AE-07,Fenbufen,M01AE,London,14,78.64,5.734999999999999,2
2020-06-01,M01AE-07,Fenbufen,M01AE,North East,29,168.84,5.797142857142857,0
2020-06-01,M01AE-07,Fenbufen,M01AE,North West,23,136.51,6.052222222222222,0
2020-06-01,M01AE-07,Fenbufen,M01AE,Scotland,20,122.42,6.122222222222223,0
2020-06-01,M01AE-07,Fenbufen,M01AE,South East,31,190.0,6.173333333333333,0
2020-06-01,M01AE-07,Fenbufen,M01AE,South West,22,126.33,5.91,0
2020-06-01,M01AE-07,Fenbufen,M01AE,West Midlands,27,160.12,5.998,0
2020-06-01,M01AE-07,Fenbufen,M01AE,Yorkshire & Humber,14,80.94,5.5633333333333335,1
2020-06-01,M01AE-08,Tiaprofenic Acid,M01AE,East Midlands,6,31.21,5.29,1
2020-06-01,M01AE-08,Tiaprofenic Acid,M01AE,East of England,32,193.95,5.934285714285714,0
2020-06-01,M01AE-08,Tiaprofenic Acid,M01AE,London,30,173.57,5.8145454545454545,2
2020-06-01,M01AE-08,Tiaprofenic Acid,M01AE,North East,39,232.43,5.985333333333333,2
2020-06-01,M01AE-08,Tiaprofenic Acid,M01AE,North West,29,168.53,5.8145454545454545,1
2020-06-01,M01AE-08,Tiaprofenic Acid,M01AE,Scotland,24,135.09,5.69375,1
2020-06-01,M01AE-08,Tiaprofenic Acid,M01AE,South East,20,119.82,5.955454545454546,1
2020-06-01,M01AE-08,Tiaprofenic Acid,M01AE,South West,23,143.78,6.233333333333333,1
2020-06-01,M01AE-08,Tiaprofenic Acid,M01AE,West Midlands,44,254.89000000000001,5.852,0
2020-06-01,M01AE-08,Tiaprofenic Acid,M01AE,Yorkshire & Humber,47,276.28,5.882105263157895,2
2020-06-01,M01AE-09,Oxaprozin,M01AE,East Midlands,14,83.23,5.816,1
2020-06-01,M01AE-09,Oxaprozin,M01AE,East of England,7,42.95,6.1725,0
2020-06-01,M01AE-09,Oxaprozin,M01AE,London,19,100.94,5.338,1
2020-06-01,M01AE-09,Oxaprozin,M01AE,North East,25,153.79,6.129090909090909,0
2020-06-01,M01AE-09,Oxaprozin,M01AE,North West,24,137.27,5.658888888888889,2
2020-06-01,M01AE-09,Oxaprozin,M01AE,Scotland,6,38.019999999999996,6.032500000000001,0
2020-06-01,M01AE-09,Oxaprozin,M01AE,South East,15,82.81,5.585,0
2020-06-01,M01AE-09,Oxaprozin,M01AE,South West,7,39.949999999999996,5.5525,1
2020-06-01,M01AE-09,Oxaprozin,M01AE,West Midlands,13,75.12,5.9025,0
2020-06-01,M01AE-09,Oxaprozin,M01AE,Yorkshire & Humber,10,60.55,6.155,0
2020-06-01,M01AE-10,Loxoprofen,M01AE,East Midlands,37,221.19,6.006666666666666,0
2020-06-01,M01AE-10,Loxoprofen,M01AE,East of England,29,169.34,5.8975,0
2020-06-01,M01AE-10,Loxoprofen,M01AE,London,14,78.38000000000001,5.72,1
2020-06-01,M01AE-10,Loxoprofen,M01AE,North East,26,147.81,5.918333333333333,1
2020-06-01,M01AE-10,Loxoprofen,M01AE,North West,20,117.41,5.893636363636364,1
2020-06-01,M01AE-10,Loxoprofen,M01AE,Scotland,35,212.73,6.047333333333333,0
2020-06-01,M01AE-10,Loxoprofen,M01AE,South East,29,166.65,5.8500000000000005,3
2020-06-01,M01AE-10,Loxoprofen,M01AE,South West,32,171.75,5.334166666666667,5
2020-06-01,M01AE-10,Loxoprofen,M01AE,West Midlands,37,220.44,5.95375,0
2020-06-01,M01AE-10,Loxoprofen,M01AE,Yorkshire & Humber,33,190.66,5.8145454545454545,1
2020-06-01,N02BA-01,Aspirin 300mg,N02BA,East Midlands,16,63.910000000000004,3.907777777777778,1
2020-06-01,N02BA-01,Aspirin 300mg,N02BA,East of England,22,83.43,3.7909999999999995,1
2020-06-01,N02BA-01,Aspirin 300mg,N02BA,London,16,59.54,3.9225,1
2020-06-01,N02BA-01,Aspirin 300mg,N02BA,North East,4,16.6,4.126666666666666,0
2020-06-01,N02BA-01,Aspirin 300mg,N02BA,North West,15,60.14,3.99625,1
2020-06-01,N02BA-01,Aspirin 300mg,N02BA,Scotland,13,52.5,4.005714285714285,2
2020-06-01,N02BA-01,Aspirin 300mg,N02BA,South East,18,63.61,3.6485714285714286,1
2020-06-01,N02BA-01,Aspirin 300mg,N02BA,South West,13,45.09,3.438,2
2020-06-01,N02BA-01,Aspirin 300mg,N02BA,West Midlands,5,18.14,3.63,0
2020-06-01,N02BA-01,Aspirin 300mg,N02BA,Yorkshire & Humber,10,36.91,3.6775,1
2020-06-01,N02BA-02,Aspirin 75mg,N02BA,East Midlands,9,36.900000000000006,4.0600000000000005,0
2020-06-01,N02BA-02,Aspirin 75mg,N02BA,East of England,19,72.78,3.9450000000000003,1
2020-06-01,N02BA-02,Aspirin 75mg,N02BA,London,15,58.33,3.8971428571428572,1
2020-06-01,N02BA-02,Aspirin 75mg,N02BA,North East,23,84.27,3.6688888888888886,0
2020-06-01,N02BA-02,Aspirin 75mg,N02BA,North West,6,22.5,3.75,0
2020-06-01,N02BA-02,Aspirin 75mg,N02BA,Scotland,8,32.8,4.1000000000000005,0
2020-06-01,N02BA-02,Aspirin 75mg,N02BA,South East,15,56.31,3.8183333333333334,0
2020-06-01,N02BA-02,Aspirin 75mg,N02BA,South West,18,70.97,3.9099999999999997,0
2020-06-01,N02BA-02,Aspirin 75mg,N02BA,West Midlands,11,42.97,4.055,0
2020-06-01,N02BA-02,Aspirin 75mg,N02BA,Yorkshire & Humber,15,60.620000000000005,4.051666666666667,1
2020-06-01,N02BA-03,Aspirin+C,N02BA,East Midlands,15,61.03,4.023333333333333,1
2020-06-01,N02BA-03,Aspirin+C,N02BA,East of England,15,59.26,4.005714285714285,0
2020-06-01,N02BA-03,Aspirin+C,N02BA,London,4,15.95,3.8600000000000003,0
2020-06-01,N02BA-03,Aspirin+C,N02BA,North East,8,34.23,4.22,0
2020-06-01,N02BA-03,Aspirin+C,N02BA,North West,21,80.41,3.7990000000000004,2
2020-06-01,N02BA-03,Aspirin+C,N02BA,Scotland,16,61.099999999999994,3.7455555555555557,3
2020-06-01,N02BA-03,Aspirin+C,N02BA,South East,16,62.550000000000004,3.9571428571428577,0
2020-06-01,N02BA-03,Aspirin+C,N02BA,South West,16,63.05,3.93375,0
2020-06-01,N02BA-03,Aspirin+C,N02BA,West Midlands,10,39.07,3.974,0
2020-06-01,N02BA-03,Aspirin+C,N02BA,Yorkshire & Humber,11,44.3,4.007142857142857,0
2020-06-01,N02BE/B-01,Paracetamol 500mg,N02BE/B,East Midlands,27,94.11,3.536,0
2020-06-01,N02BE/B-01,Paracetamol 500mg,N02BE/B,East of England,24,79.87,3.4209090909090913,0
2020-06-01,N02BE/B-01,Paracetamol 500mg,N02BE/B,London,23,79.05,3.45,0
2020-06-01,N02BE/B-01,Paracetamol 500mg,N02BE/B,North East,19,65.7,3.493,0
2020-06-01,N02BE/B-01,Paracetamol 500mg,N02BE/B,North West,16,55.739999999999995,3.405,0
2020-06-01,N02BE/B-01,Paracetamol 500mg,N02BE/B,Scotland,18,61.67,3.30125,0
2020-06-01,N02BE/B-01,Paracetamol 500mg,N02BE/B,South East,17,59.17,3.47125,0
2020-06-01,N02BE/B-01,Paracetamol 500mg,N02BE/B,South West,15,50.61,3.4388888888888887,0
2020-06-01,N02BE/B-01,Paracetamol 500mg,N02BE/B,West Midlands,18,58.25,3.2159999999999997,1
2020-06-01,N02BE/B-01,Paracetamol 500mg,N02BE/B,Yorkshire & Humber,9,30.380000000000003,3.428,0
2020-06-01,N02BE/B-02,Paracetamol 1g,N02BE/B,East Midlands,2,6.85,3.42,0
2020-06-01,N02BE/B-02,Paracetamol 1g,N02BE/B,East of England,17,61.84,3.6683333333333334,0
2020-06-01,N02BE/B-02,Paracetamol 1g,N02BE/B,London,17,59.489999999999995,3.466666666666667,0
2020-06-01,N02BE/B-02,Paracetamol 1g,N02BE/B,North East,15,48.42,3.31,0
2020-06-01,N02BE/B-02,Paracetamol 1g,N02BE/B,North West,7,22.46,3.4859999999999998,2
2020-06-01,N02BE/B-02,Paracetamol 1g,N02BE/B,Scotland,14,47.24,3.302857142857143,1
2020-06-01,N02BE/B-02,Paracetamol 1g,N02BE/B,South East,12,42.75,3.5612500000000002,0
2020-06-01,N02BE/B-02,Paracetamol 1g,N02BE/B,South West,15,49.59,3.3225,1
2020-06-01,N02BE/B-02,Paracetamol 1g,N02BE/B,West Midlands,13,44.35,3.3975,0
2020-06-01,N02BE/B-02,Paracetamol 1g,N02BE/B,Yorkshire & Humber,23,75.84,3.44,1
2020-06-01,N02BE/B-03,Metamizole,N02BE/B,East Midlands,14,46.0,3.2733333333333334,0
2020-06-01,N02BE/B-03,Metamizole,N02BE/B,East of England,19,62.89,3.319,2
2020-06-01,N02BE/B-03,Metamizole,N02BE/B,London,32,111.62,3.4599999999999995,1
2020-06-01,N02BE/B-03,Metamizole,N02BE/B,North East,41,147.54,3.561052631578947,2
2020-06-01,N02BE/B-03,Metamizole,N02BE/B,North West,21,72.59,3.5119999999999996,0
2020-06-01,N02BE/B-03,Metamizole,N02BE/B,Scotland,14,44.14,3.261428571428571,3
2020-06-01,N02BE/B-03,Metamizole,N02BE/B,South East,28,90.12,3.226,3
2020-06-01,N02BE/B-03,Metamizole,N02BE/B,South West,17,53.72,3.1866666666666665,1
2020-06-01,N02BE/B-03,Metamizole,N02BE/B,West Midlands,21,74.94,3.6149999999999998,0
2020-06-01,N02BE/B-03,Metamizole,N02BE/B,Yorkshire & Humber,30,108.74000000000001,3.5336363636363632,0
2020-06-01,N02BE/B-04,Propyphenazone,N02BE/B,East Midlands,10,36.33,3.626,0
2020-06-01,N02BE/B-04,Propyphenazone,N02BE/B,East of England,15,52.96,3.564285714285714,0
2020-06-01,N02BE/B-04,Propyphenazone,N02BE/B,London,14,47.3,3.528,1
2020-06-01,N02BE/B-04,Propyphenazone,N02BE/B,North East,11,37.53,3.4,0
2020-06-01,N02BE/B-04,Propyphenazone,N02BE/B,North West,9,32.17,3.56,0
2020-06-01,N02BE/B-04,Propyphenazone,N02BE/B,Scotland,18,62.65,3.4899999999999998,0
2020-06-01,N02BE/B-04,Propyphenazone,N02BE/B,South East,26,89.49,3.458181818181818,1
2020-06-01,N02BE/B-04,Propyphenazone,N02BE/B,South West,7,25.54,3.7025,1
2020-06-01,N02BE/B-04,Propyphenazone,N02BE/B,West Midlands,3,10.04,3.3949999999999996,0
2020-06-01,N02BE/B-04,Propyphenazone,N02BE/B,Yorkshire & Humber,6,20.56,3.3800000000000003,0
2020-06-01,N02BE/B-05,Paracetamol+Codeine,N02BE/B,East Midlands,49,166.48000000000002,3.4200000000000004,3
2020-06-01,N02BE/B-05,Paracetamol+Codeine,N02BE/B,East of England,51,169.55,3.315909090909091,5
2020-06-01,N02BE/B-05,Paracetamol+Codeine,N02BE/B,London,39,128.53,3.33125,2
2020-06-01,N02BE/B-05,Paracetamol+Codeine,N02BE/B,North East,34,115.8,3.391666666666667,1
2020-06-01,N02BE/B-05,Paracetamol+Codeine,N02BE/B,North West,18,60.72,3.4966666666666666,1
2020-06-01,N02BE/B-05,Paracetamol+Codeine,N02BE/B,Scotland,31,103.19,3.41,1
2020-06-01,N02BE/B-05,Paracetamol+Codeine,N02BE/B,South East,53,188.25,3.52,1
2020-06-01,N02BE/B-05,Paracetamol+Codeine,N02BE/B,South West,54,183.27,3.447142857142857,1
2020-06-01,N02BE/B-05,Paracetamol+Codeine,N02BE/B,West Midlands,15,45.730000000000004,3.2449999999999997,1
2020-06-01,N02BE/B-05,Paracetamol+Codeine,N02BE/B,Yorkshire & Humber,52,170.1,3.3911764705882352,2
2020-06-01,N02BE/B-06,Paracetamol+Diphenhydramine,N02BE/B,East Midlands,15,52.21,3.4388888888888887,0
2020-06-01,N02BE/B-06,Paracetamol+Diphenhydramine,N02BE/B,East of England,44,148.17,3.41,1
2020-06-01,N02BE/B-06,Paracetamol+Diphenhydramine,N02BE/B,London,13,46.94,3.59,0
2020-06-01,N02BE/B-06,Paracetamol+Diphenhydramine,N02BE/B,North East,32,104.37,3.252666666666667,4
2020-06-01,N02BE/B-06,Paracetamol+Diphenhydramine,N02BE/B,North West,9,31.56,3.5200000000000005,0
2020-06-01,N02BE/B-06,Paracetamol+Diphenhydramine,N02BE/B,Scotland,21,74.92999999999999,3.6149999999999998,0
2020-06-01,N02BE/B-06,Paracetamol+Diphenhydramine,N02BE/B,South East,34,118.35,3.490625,1
2020-06-01,N02BE/B-06,Paracetamol+Diphenhydramine,N02BE/B,South West,23,83.29,3.5416666666666665,0
2020-06-01,N02BE/B-06,Paracetamol+Diphenhydramine,N02BE/B,West Midlands,25,87.18,3.5708333333333333,1
2020-06-01,N02BE/B-06,Paracetamol+Diphenhydramine,N02BE/B,Yorkshire & Humber,18,64.2,3.5637499999999998,0
2020-06-01,N02BE/B-07,Paracetamol+Caffeine,N02BE/B,East Midlands,5,16.990000000000002,3.3899999999999997,0
2020-06-01,N02BE/B-07,Paracetamol+Caffeine,N02BE/B,East of England,24,80.01,3.3310000000000004,2
2020-06-01,N02BE/B-07,Paracetamol+Caffeine,N02BE/B,London,23,81.2,3.5159999999999996,1
2020-06-01,N02BE/B-07,Paracetamol+Caffeine,N02BE/B,North East,16,52.3,3.3657142857142857,1
2020-06-01,N02BE/B-07,Paracetamol+Caffeine,N02BE/B,North West,20,70.1,3.577142857142857,0
2020-06-01,N02BE/B-07,Paracetamol+Caffeine,N02BE/B,Scotland,17,59.370000000000005,3.4783333333333335,0
2020-06-01,N02BE/B-07,Paracetamol+Caffeine,N02BE/B,South East,20,65.23,3.36,2
2020-06-01,N02BE/B-07,Paracetamol+Caffeine,N02BE/B,South West,16,54.050000000000004,3.4628571428571426,0
2020-06-01,N02BE/B-07,Paracetamol+Caffeine,N02BE/B,West Midlands,7,24.84,3.545,0
2020-06-01,N02BE/B-07,Paracetamol+Caffeine,N02BE/B,Yorkshire & Humber,15,49.4,3.358333333333333,2
2020-06-01,N05B-01,Diazepam 5mg,N05B,East Midlands,25,234.37,9.21,1
2020-06-01,N05B-01,Diazepam 5mg,N05B,East of England,12,107.02,8.968,1
2020-06-01,N05B-01,Diazepam 5mg,N05B,London,13,122.81,9.38625,0
2020-06-01,N05B-01,Diazepam 5mg,N05B,North East,21,196.03,9.309999999999999,0
2020-06-01,N05B-01,Diazepam 5mg,N05B,North West,10,98.41,9.6475,1
2020-06-01,N05B-01,Diazepam 5mg,N05B,Scotland,16,149.0,9.424999999999999,0
2020-06-01,N05B-01,Diazepam 5mg,N05B,South East,24,242.43,9.836666666666666,0
2020-06-01,N05B-01,Diazepam 5mg,N05B,South West,4,30.95,7.735,1
2020-06-01,N05B-01,Diazepam 5mg,N05B,West Midlands,21,201.32,9.5225,1
2020-06-01,N05B-01,Diazepam 5mg,N05B,Yorkshire & Humber,16,152.69,9.42,1
2020-06-01,N05B-02,Lorazepam 1mg,N05B,East Midlands,17,157.32,9.205714285714285,1
2020-06-01,N05B-02,Lorazepam 1mg,N05B,East of England,14,128.07999999999998,9.505,0
2020-06-01,N05B-02,Lorazepam 1mg,N05B,London,19,183.95,9.328888888888889,0
2020-06-01,N05B-02,Lorazepam 1mg,N05B,North East,26,244.38,9.355555555555556,0
2020-06-01,N05B-02,Lorazepam 1mg,N05B,North West,9,76.25,8.972,1
2020-06-01,N05B-02,Lorazepam 1mg,N05B,Scotland,6,56.04,9.453333333333333,0
2020-06-01,N05B-02,Lorazepam 1mg,N05B,South East,16,140.59,9.207142857142857,1
2020-06-01,N05B-02,Lorazepam 1mg,N05B,South West,21,200.47,9.495,0
2020-06-01,N05B-02,Lorazepam 1mg,N05B,West Midlands,19,185.36,9.752857142857142,1
2020-06-01,N05B-02,Lorazepam 1mg,N05B,Yorkshire & Humber,9,73.28,8.676666666666668,1
2020-06-01,N05B-03,Alprazolam 0.5mg,N05B,East Midlands,3,30.78,10.26,0
2020-06-01,N05B-03,Alprazolam 0.5mg,N05B,East of England,5,45.3,8.74,1
2020-06-01,N05B-03,Alprazolam 0.5mg,N05B,London,11,103.61,9.395,1
2020-06-01,N05B-03,Alprazolam 0.5mg,N05B,North East,4,35.08,8.776666666666666,0
2020-06-01,N05B-03,Alprazolam 0.5mg,N05B,North West,11,106.43,9.541666666666666,0
2020-06-01,N05B-03,Alprazolam 0.5mg,N05B,Scotland,8,73.83,9.146666666666667,0
2020-06-01,N05B-03,Alprazolam 0.5mg,N05B,South East,12,100.81,8.518,3
2020-06-01,N05B-03,Alprazolam 0.5mg,N05B,South West,11,107.18,9.734,0
2020-06-01,N05B-03,Alprazolam 0.5mg,N05B,West Midlands,12,117.52,9.63,0
2020-06-01,N05B-03,Alprazolam 0.5mg,N05B,Yorkshire & Humber,16,155.62,9.875,0
2020-06-01,N05B-04,Buspirone,N05B,East Midlands,21,189.15,9.21375,0
2020-06-01,N05B-04,Buspirone,N05B,East of England,23,197.63,8.939,1
2020-06-01,N05B-04,Buspirone,N05B,London,10,92.14,9.27,0
2020-06-01,N05B-04,Buspirone,N05B,North East,7,70.34,10.103333333333333,0
2020-06-01,N05B-04,Buspirone,N05B,North West,16,144.44,9.305,1
2020-06-01,N05B-04,Buspirone,N05B,Scotland,4,40.269999999999996,10.065,0
2020-06-01,N05B-04,Buspirone,N05B,South East,10,90.31,9.142,0
2020-06-01,N05B-04,Buspirone,N05B,South West,17,170.02,9.806000000000001,0
2020-06-01,N05B-04,Buspirone,N05B,West Midlands,12,114.98,9.51,0
2020-06-01,N05B-04,Buspirone,N05B,Yorkshire & Humber,5,47.47,9.625,0
2020-06-01,N05C-01,Zolpidem,N05C,East Midlands,12,136.53,11.126000000000001,0
2020-06-01,N05C-01,Zolpidem,N05C,East of England,23,242.14999999999998,10.39375,0
2020-06-01,N05C-01,Zolpidem,N05C,London,26,253.79000000000002,10.093,1
2020-06-01,N05C-01,Zolpidem,N05C,North East,23,235.53,10.275833333333333,0
2020-06-01,N05C-01,Zolpidem,N05C,North West,8,84.22999999999999,10.4825,0
2020-06-01,N05C-01,Zolpidem,N05C,Scotland,19,188.45,9.9925,1
2020-06-01,N05C-01,Zolpidem,N05C,South East,17,188.38,10.992857142857144,0
2020-06-01,N05C-01,Zolpidem,N05C,South West,18,184.32,10.283333333333333,1
2020-06-01,N05C-01,Zolpidem,N05C,West Midlands,20,192.32,9.595,4
2020-06-01,N05C-01,Zolpidem,N05C,Yorkshire & Humber,12,113.65,9.888,1
2020-06-01,N05C-02,Zopiclone,N05C,East Midlands,30,304.44,10.486363636363636,1
2020-06-01,N05C-02,Zopiclone,N05C,East of England,20,208.17,10.4,0
2020-06-01,N05C-02,Zopiclone,N05C,London,19,207.19,10.945555555555556,0
2020-06-01,N05C-02,Zopiclone,N05C,North East,14,153.56,10.95,0
2020-06-01,N05C-02,Zopiclone,N05C,North West,8,85.14,10.6,0
2020-06-01,N05C-02,Zopiclone,N05C,Scotland,11,110.0,9.767142857142858,0
2020-06-01,N05C-02,Zopiclone,N05C,South East,13,137.89,10.8775,0
2020-06-01,N05C-02,Zopiclone,N05C,South West,24,214.59,9.477142857142857,2
2020-06-01,N05C-02,Zopiclone,N05C,West Midlands,12,132.4,11.046000000000001,0
2020-06-01,N05C-02,Zopiclone,N05C,Yorkshire & Humber,13,120.22999999999999,9.26625,2
2020-06-01,N05C-03,Temazepam,N05C,East Midlands,42,432.1,10.282142857142857,2
2020-06-01,N05C-03,Temazepam,N05C,East of England,15,155.42000000000002,10.7425,1
2020-06-01,N05C-03,Temazepam,N05C,London,6,63.769999999999996,10.719999999999999,0
2020-06-01,N05C-03,Temazepam,N05C,North East,26,254.6,9.997333333333334,2
2020-06-01,N05C-03,Temazepam,N05C,North West,20,210.52,10.375555555555556,0
2020-06-01,N05C-03,Temazepam,N05C,Scotland,27,277.78,10.606428571428571,1
2020-06-01,N05C-03,Temazepam,N05C,South East,31,302.52,9.815454545454545,1
2020-06-01,N05C-03,Temazepam,N05C,South West,21,221.06,10.6025,0
2020-06-01,N05C-03,Temazepam,N05C,West Midlands,18,183.68,10.251428571428573,1
2020-06-01,N05C-03,Temazepam,N05C,Yorkshire & Humber,32,325.96,10.37923076923077,2
2020-06-01,N05C-04,Nitrazepam,N05C,East Midlands,16,172.44,10.491666666666667,1
2020-06-01,N05C-04,Nitrazepam,N05C,East of England,31,316.31,10.248181818181818,1
2020-06-01,N05C-04,Nitrazepam,N05C,London,11,116.14,10.559999999999999,0
2020-06-01,N05C-04,Nitrazepam,N05C,North East,12,132.75,11.051666666666668,0
2020-06-01,N05C-04,Nitrazepam,N05C,North West,14,145.10999999999999,10.287777777777778,1
2020-06-01,N05C-04,Nitrazepam,N05C,Scotland,14,155.09,10.936250000000001,0
2020-06-01,N05C-04,Nitrazepam,N05C,South East,6,63.120000000000005,10.726666666666667,0
2020-06-01,N05C-04,Nitrazepam,N05C,South West,23,231.33,10.161111111111111,1
2020-06-01,N05C-04,Nitrazepam,N05C,West Midlands,21,226.39,10.713333333333333,0
2020-06-01,N05C-04,Nitrazepam,N05C,Yorkshire & Humber,26,251.3,9.663,2
2020-06-01,R03-01,Salbutamol Inhaler,R03,East Midlands,23,288.67,12.60375,0
2020-06-01,R03-01,Salbutamol Inhaler,R03,East of England,7,77.88,11.015,0
2020-06-01,R03-01,Salbutamol Inhaler,R03,London,8,93.67999999999999,11.4175,0
2020-06-01,R03-01,Salbutamol Inhaler,R03,North East,29,331.26,11.467777777777776,1
2020-06-01,R03-01,Salbutamol Inhaler,R03,North West,3,33.1,11.03,0
2020-06-01,R03-01,Salbutamol Inhaler,R03,Scotland,29,305.33,10.97625,2
2020-06-01,R03-01,Salbutamol Inhaler,R03,South East,7,84.25,11.76,0
2020-06-01,R03-01,Salbutamol Inhaler,R03,South West,7,80.44,11.565,0
2020-06-01,R03-01,Salbutamol Inhaler,R03,West Midlands,25,291.14,11.783333333333333,1
2020-06-01,R03-01,Salbutamol Inhaler,R03,Yorkshire & Humber,9,101.28999999999999,11.410000000000002,0
2020-06-01,R03-02,Formoterol,R03,East Midlands,31,347.2,11.431666666666667,0
2020-06-01,R03-02,Formoterol,R03,East of England,9,107.36,11.870000000000001,0
2020-06-01,R03-02,Formoterol,R03,London,19,225.51999999999998,11.991666666666667,0
2020-06-01,R03-02,Formoterol,R03,North East,34,418.25,12.171000000000001,0
2020-06-01,R03-02,Formoterol,R03,North West,5,55.14,11.0475,0
2020-06-01,R03-02,Formoterol,R03,Scotland,24,285.69,11.987142857142857,0
2020-06-01,R03-02,Formoterol,R03,South East,9,115.36,12.64,0
2020-06-01,R03-02,Formoterol,R03,South West,4,46.84,12.046666666666667,0
2020-06-01,R03-02,Formoterol,R03,West Midlands,8,86.12,11.24,0
